Nom du cours,Classification,Terme,Explication
La démocratie athénienne,Personnage,Solon,"Homme d'État athénien élu archonte en 594 av. J.-C. pour résoudre une crise sociale. Il annula les dettes, abolit l'esclavage pour dettes et reorganisa la cité par la richesse plutôt que la naissance - premier pas vers la démocratie."
La démocratie athénienne,Personnage,Clisthène,"Réformateur athénien (508-507 av. J.-C.) considéré comme le véritable fondateur de la démocratie. Il reorganisa la cité en 10 tribus géographiques mixtes, cassant les solidarités familiales traditionnelles au profit de la citoyenneté politique."
La démocratie athénienne,Concept,L'ostracisme,"Procédure athénienne par laquelle les citoyens pouvaient voter pour exiler pendant 10 ans un homme jugé dangereux pour la démocratie. Les noms étaient inscrits sur des tessons de poterie (ostrakon). Son objectif était préventif, pas punitif."
La guerre de Sécession américaine (1861-1865),Événement connexe,La Proclamation d'émancipation (1er janvier 1863),"Décret de Lincoln libérant les esclaves dans les États confédérés. Elle transforma la guerre en croisade morale contre l'esclavage, empêcha la Grande-Bretagne de reconnaître la Confédération et ouvrit l'armée aux soldats noirs."
La guerre de Sécession américaine (1861-1865),Concept,Les droits des États vs le gouvernement fédéral,Tension fondamentale de la politique américaine : les États du Sud revendiquaient leur droit à décider eux-mêmes de l'esclavage contre l'autorité fédérale. Cette question structura la Constitution américaine et continue de définir le débat politique américain.
La guerre de Sécession américaine (1861-1865),Événement connexe,La Reconstruction (1865-1877),Période d'après-guerre où les États du Sud furent placés sous contrôle fédéral militaire et où les droits civiques des anciens esclaves furent instaurés. Son abandon en 1877 mena aux lois Jim Crow qui durèrent jusqu'aux années 1960.
Pourquoi le ciel est-il bleu ?,Concept,La diffusion de Rayleigh,"Phénomène par lequel les petites molécules de l'atmosphère diffusent les courtes longueurs d'onde (bleu, violet) bien plus que les longues (rouge). Décrit par Lord Rayleigh en 1871, il explique aussi pourquoi les couchers de soleil sont rouges et orangés."
Pourquoi le ciel est-il bleu ?,Concept,Le spectre visible de la lumière,La lumière blanche du soleil est composée de toutes les couleurs de l'arc-en-ciel (de 380 nm pour le violet à 700 nm pour le rouge). Chaque couleur correspond à une longueur d'onde différente qui interagit différemment avec la matière.
Pourquoi rêve-t-on ?,Concept,Le sommeil paradoxal (REM),"Phase de sommeil caractérisée par des mouvements rapides des yeux, une paralysie musculaire et une activité cérébrale intense proche de l'éveil. C'est la phase où surviennent la majorité des rêves et où la consolidation mémorielle est la plus active."
Pourquoi rêve-t-on ?,Concept,La théorie freudienne des rêves,"Pour Freud (L'Interprétation des rêves, 1900), les rêves expriment des désirs refoulés sous forme symbolique. Cette théorie est aujourd'hui largement critiquée par les neurosciences, qui leur attribuent plutôt un rôle de consolidation mémorielle et émotionnelle."
Pourquoi la glace flotte-t-elle ?,Concept,Les liaisons hydrogène,"Forces d'attraction faibles entre molécules d'eau, dues à la polarité de la molécule H₂O. Elles s'établissent de façon ordonnée dans la glace, créant une structure cristalline aérée - plus volumineuse que l'eau liquide, et donc moins dense."
Pourquoi la glace flotte-t-elle ?,Concept,L'anomalie de dilatation de l'eau,"Contrairement à presque toutes les substances, l'eau est plus dense à 4°C qu'à 0°C. En refroidissant de 4°C à 0°C, elle se dilate. Cette anomalie est essentielle à la vie aquatique : la glace flotte et isole l'eau liquide sous elle."
Pourquoi l'eau de mer est-elle salée ?,Concept,Le cycle hydrologique et l'accumulation des sels,"L'eau s'évapore des océans, laissant les sels derrière. Elle retombe comme pluie, dissout des minéraux des roches et les transporte vers les océans via les fleuves. Ce processus d'accumulation dure depuis 4 milliards d'années."
Pourquoi l'eau de mer est-elle salée ?,Concept,La circulation thermohaline,"Système mondial de courants océaniques profonds entraîné par les différences de température et de salinité. La salinité dense fait couler l'eau froide, créant un «tapis roulant» qui transporte la chaleur autour du globe et régule le climat."
Pourquoi y a-t-il des saisons ?,Concept,"L'inclinaison axiale de la Terre (23,5°)","Angle de 23,5° formé par l'axe de rotation de la Terre et son plan orbital, responsable du cycle des saisons."
Pourquoi y a-t-il des saisons ?,Concept,Le périhélie et l'aphélie,"Points de l'orbite les plus proches (périhélie, en janvier) et les plus éloignés (aphélie, en juillet) du Soleil. La différence de distance est de 5%, trop faible pour expliquer les saisons. Paradoxalement, l'hiver nord coïncide avec le périhélie."
Comment les avions volent-ils ?,Concept,Le profil aérodynamique,"Forme de l'aile, bombée sur le dessus, conçue pour accélérer l'air et créer une différence de pression générant la portance."
Comment les avions volent-ils ?,Concept,La loi de Bernoulli,Principe physique expliquant que l'augmentation de la vitesse d'un fluide (comme l'air) entraîne une baisse de sa pression.
Pourquoi bâille-t-on ?,Concept,La thermorégulation cérébrale,Théorie actuelle la plus sérieuse : le bâillement refroidirait le cerveau en inhalant de l'air frais et en étirant les vaisseaux crâniens. Cela expliquerait pourquoi on bâille davantage quand la température ambiante est élevée.
Pourquoi bâille-t-on ?,Concept,Les neurones miroirs et la contagiosité,"Le bâillement contagieux est lié aux neurones miroirs qui imitent les comportements observés. Les humains sont plus sensibles aux bâillements des personnes qu'ils connaissent, et les enfants autistes y sont moins sensibles - preuve d'un lien avec l'empathie."
Comment fonctionne la mémoire ?,Concept,L'hippocampe,"Structure cérébrale en forme de cheval de mer dans le lobe temporal, essentielle à la formation de nouveaux souvenirs conscients. Sa suppression chirurgicale (cas H.M.) entraîne une incapacité totale à former de nouveaux souvenirs, sans effacer les anciens."
Pourquoi a-t-on des frissons ?,Concept,Le système nerveux sympathique,"Branche du système nerveux autonome qui prépare l'organisme à l'action («combat ou fuite»). Face à une menace, il déclenche l'adrénaline, accélère le cœur, dilate les pupilles et contracte les muscles érecteurs des poils - les frissons de peur."
Comment le savon tue-t-il les virus ?,Concept,La molécule amphiphile du savon,Molécule dont une extrémité est hydrophile (aime l'eau) et l'autre hydrophobe (aime les graisses). Cette double nature lui permet de s'insérer dans les membranes lipidiques des virus et de les désintégrer physiquement.
Comment le savon tue-t-il les virus ?,Concept,L'enveloppe lipidique des virus,"Certains virus (coronavirus, grippe, VIH) sont entourés d'une membrane graisseuse. C'est leur point faible : le savon la dissout, détruisant le virus. Les virus sans enveloppe (norovirus, poliovirus) résistent mieux au savon."
"La découverte de la pénicilline (Fleming, 1928)",Personnage,Howard Florey et Ernst Boris Chain,"Chercheurs d'Oxford qui purifièrent la pénicilline à partir de 1939 et la testèrent sur des humains en 1941. Sans leur travail, la découverte de Fleming serait restée une curiosité de laboratoire. Ils partagèrent le Nobel 1945 avec Fleming."
"La découverte de la pénicilline (Fleming, 1928)",Concept,La résistance aux antibiotiques,"Phénomène évolutif par lequel les bactéries développent des mécanismes pour résister aux antibiotiques. Prévue par Fleming dès 1945, elle tue aujourd'hui 1,27 million de personnes par an - l'une des principales menaces sanitaires du XXIe siècle."
La découverte de l'électricité et ses applications,Personnage,Michael Faraday,Physicien britannique autodidacte qui découvrit l'induction électromagnétique (1831) : un champ magnétique variable génère un courant électrique. Ce principe est à la base de tous les générateurs et transformateurs électriques modernes.
La découverte de l'électricité et ses applications,Événement connexe,La guerre des courants (Edison vs Tesla),"Edison défendait le courant continu (CC), Tesla et Westinghouse le courant alternatif (CA). Le CA gagna car il se transporte sur de longues distances. Edison organisa des électrocutions d'animaux publiques pour démontrer la «dangerosité» du CA."
"La découverte des rayons X (Röntgen, 1895)",Concept,La radioactivité et les risques précoces,Röntgen et ses premiers utilisateurs ignoraient les dangers des rayons X. Des médecins développèrent des cancers après des années d'exposition. Marie Curie mourut elle-même d'une aplasie médullaire causée par ses années de contact avec des matières radioactives.
"La découverte des rayons X (Röntgen, 1895)",Événement connexe,Les «petites Curies» pendant la 1re Guerre mondiale,"Marie Curie équipa 20 camions de radiographie mobile qui parcoururent le front français, sauvant d'innombrables vies en permettant de localiser les balles sans chirurgie exploratoire. Ces véhicules furent surnommés «petites Curies»."
La découverte du micro-ondes (par accident),Personnage,Percy Spencer,"Ingénieur autodidacte chez Raytheon, orphelin à 18 mois, sans diplôme. Sa curiosité l'amena à tester les magnétrons sur des aliments après avoir senti son chocolat fondre. Il déposa plusieurs centaines de brevets au cours de sa carrière."
"La théorie de la gravitation (Newton, 1687)",Personnage,Johannes Kepler,"Astronome (1571-1630) qui établit empiriquement les trois lois du mouvement planétaire : orbites elliptiques, aires égales, période au carré proportionnelle au grand axe. Newton construisit sa loi de gravitation en en donnant l'explication théorique unificatrice."
"La théorie de la gravitation (Newton, 1687)",Concept,La gravitation relativiste (Einstein),"Théorie d'Einstein (1915) expliquant que la gravité est une courbure de l'espace-temps provoquée par la masse, complétant ainsi le modèle de Newton pour les cas de gravité extrême."
La découverte de la radioactivité (Marie Curie),Personnage,Henri Becquerel,Physicien français qui découvrit la radioactivité en 1896 presque par accident : des sels d'uranium avaient impressionné une plaque photographique à travers du papier noir. Il partagea le Nobel 1903 avec les Curie.
La découverte de la radioactivité (Marie Curie),Concept,La désintégration radioactive,"Phénomène spontané par lequel un noyau atomique instable se transforme en émettant des particules (alpha, bêta) ou des rayonnements (gamma). Marie Curie comprit que la radioactivité était une propriété de l'atome lui-même, pas une réaction chimique."
