Nom du cours,Classification,Terme,Explication
The Phoenix across cultures,Concept,The Phoenix in medieval alchemy,"The Phoenix bird was adopted by alchemists as a symbol of transmutation: as it is reborn from its ashes, base metals can be transformed into gold. Its presence is recurrent in hermetic and esoteric literature."
The Phoenix across cultures,Concept,The Chinese Fenghuang,"Chinese mythological bird symbol of virtue and grace, associated with the Empress (as the dragon is with the Emperor). Its reappearance announced a virtuous and just reign. It embodies the five Confucian virtues."
The Titans vs the Gods (Titanomachy),Concept,Order and chaos in Greek mythology,"The Titanomachy represents the victory of Olympian order (Zeus, reason, law) over the primordial chaos of the Titans. This narrative structure - a cosmic struggle between order and chaos - is found in all major world mythologies."
The Titans vs the Gods (Titanomachy),Concept,Atlas holding up the sky,"Titan condemned to carry the heavens (and not the Earth, contrary to popular belief) on his shoulders for eternity. His name gave ""Atlas"" to map collections as early as the 16th century (Mercator illustrated him on the cover)."
Dionysus: the god of wine and excess,Concept,The birth of theater from Dionysus,Greek tragedies and comedies were born from Dionysian rituals. Thespis (6th century) was the first to introduce an actor distinct from the chorus - the founding act of Western theater. The theater of Athens was itself a place of worship for Dionysus.
Dionysus: the god of wine and excess,Concept,The Apollonian and the Dionysian (Nietzsche),Philosophical opposition between order/reason (Apollo) and chaos/intoxication (Dionysos) as drivers of artistic creation.
B,Figure,Andromeda,Ethiopian princess saved by Perseus from a sea monster and who became his wife.
Aeneas and the founding of Rome (Virgil),Concept,Roman pietas,"Fundamental virtue according to Virgil: devotion to the gods, the homeland, and the family. Aeneas is the ""pious Aeneas"" - he escapes from Troy carrying his old father on his back. This value embodies the Roman ideal in opposition to Greek hybris."
Aeneas and the founding of Rome (Virgil),Concept,Augustan propaganda,"The Aeneid was written as a commission for Augustus to legitimize the imperial regime by placing Rome within a divine destiny. The lineage of Aeneas, son of Venus, becomes the lineage of Caesar and Augustus himself - a narrative of founding politics as much as literary."
Aztec gods and human sacrifices,Concept,The cosmology of the Five Suns and the cosmic debt,The gods had sacrificed their blood to create the fifth sun. Humans were in perpetual debt and had to repay with blood. This logic of cosmic exchange made sacrifices morally necessary in the Aztec vision of the World.
Aztec gods and human sacrifices,Concept,"Huitzilopochtli, the sun god","God of the Sun and war, protector of the Mexica. As the sun must ""fight"" darkness every morning, he needs the blood of captured warriors to complete his daily journey and rise again."
The Mahabharata,Concept,The Bhagavad Gita as a philosophical text,"The 18 chapters of dialogue between Krishna and Arjuna constitute a major philosophical text, independent of the rest of the epic. Krishna teaches selfless action (karma yoga), devotion (bhakti) and knowledge (jnana) as paths to liberation."
The Mahabharata,Concept,Orality and the transmission of Indian epics,"Like Homer, The Mahabharata was first an oral epic memorized and recited by griots. Its transcription spanned several centuries. These texts are still recited and sung throughout India, as alive as ever."
"Lancelot, Guinevere and the Round Table",Concept,Medieval courtly love (fin'amor),"A social code glorifying the secret and inaccessible love of a knight for a lady (often married). Lancelot and Guinevere are the perfect example of this. This adulterous passion, destructive yet sublime, is at the heart of medieval literature."
"Lancelot, Guinevere and the Round Table",Concept,The Quest for the Grail and medieval Christianity,"The Grail was christianized: the chalice of the Last Supper or the cup that collected the blood of Christ. The quest becomes a spiritual quest for purity. Only Galaad - pure and without sin - can reach it. Lancelot, defiled by his love for Guinevere, fails."
Merlin the Enchanter,Concept,The figure of the archmage in literature,"Merlin is the prototype of the archmage: Gandalf (Tolkien), Dumbledore (Rowling) are direct descendants. The wise old man with mysterious powers who guides the hero is a near-universal narrative archetype."
Merlin the Enchanter,Concept,Prophecy in medieval culture,"The prophecies of Merlin compiled by Geoffrey of Monmouth (1136) became an autonomous literary genre, very popular in the Middle Ages. They were reinterpreted at every major politics Event - like the Apocalypse of John in the Christian World."
One Thousand and One Nights (Scheherazade),Concept,European Orientalism,"Fascination and idealization of the Orient by Europeans, often stereotyped. One Thousand and One Nights, notably in the translation by Antoine Galland (1704), fueled this Orientalism: harems, Caliph, genies became the standard image of the Arab World in Europe."
One Thousand and One Nights (Scheherazade),Concept,Embedded stories (frame narrative),"Narrative Technique: stories are nested within one another. Inherited from the Indian tradition, it was brought to its peak by Scheherazade and would influence Boccaccio, Chaucer, Cervantes, then Borges and postmodern narrative."
Sinbad the Sailor,Concept,Medieval Arab trade routes,"From the 7th to the 14th century, Arab merchants dominated maritime trade in the Indian Ocean. The adventures of Sinbad reflect these real networks, exotic goods (spices, silk, porcelain) and the dangers of long-distance navigation."
Sinbad the Sailor,Figure,Marco Polo as a Western parallel,Marco Polo (1254-1324) made the inverse journey of Sinbad: from Venice to the China of Kublai Khan. His accounts seemed as fabulous as those of Sinbad. The Book of the Marvels of the World directly influenced Columbus in his plans to travel to Asia.
The Titans vs the Gods: the complete Titanomachy,Concept,The Gigantomachy (sequel to the Titanomachy),"After the Titanomachy, the Olympians had to face the Giants (born from the blood of Uranus), who were nearly invincible. This second war of the gods foreshadows the permanent tensions between Olympian order and the primordial forces of chaos."
The Titans vs the Gods: the complete Titanomachy,Figure,Non-combatant Prometheus,"Prometheus did not participate in the Titanomachy, having foreseen through prophecy that Zeus would win. This neutrality preserved his freedom - which subsequently allowed him to steal fire for humans. His particular position explains his unique role."
Ra and the creation of the world (Egypt),Concept,The Heliopolitan cosmogony,"Theological system centered on Heliopolis (""city of the sun""), asserting that Atum/Ra was the primary creator god. It competed with other centers (Memphis: Ptah, Thebes: Amun) whose theologies coexisted and merged."
Ra and the creation of the world (Egypt),Concept,Egyptian divine syncretism,"Egyptian gods could merge: Ra-Atum, Amun-Ra, Osiris-Ra. This syncretism allowed for the integration of local deities without eliminating them. Egyptian religion was thus inclusive and in perpetual evolution over 3,000 years."
