Nom du cours,Classification,Terme,Explication
Der Marshallplan (1947–1952),Konzept,Die Truman-Doktrin,"Rede von Truman (März 1947), in der er bekräftigte, dass die USA jedes Volk unterstützen würden, das Widerstand gegen die „Unterwerfung durch äußeren Druck“ leistet. Sie markierte den offiziellen Beginn vom Kalter Krieg und der Politik der Eindämmung des Kommunismus."
Der Marshallplan (1947–1952),Zugehöriges Ereignis,Das Kominform (1947),"Internationale kommunistische Organisation, die von Stalin als Reaktion auf den Marshallplan gegründet wurde, um die europäischen kommunistischen Parteien zu koordinieren. Sie zwang die Tschechoslowakei und Polen, die Marshall-Hilfe bereits angenommen hatten, diese wieder abzulehnen."
Der Marshallplan (1947–1952),Konzept,Das deutsche Wirtschaftswunder,"„Wirtschaftswunder“ Westdeutschlands: Zwischen 1950 und 1960 verdreifachte sich das BIP, wodurch es sich von einer Wirtschaft in Trümmern zur führenden europäischen Wirtschaftsmacht entwickelte. Teilweise durch den Marshallplan finanziert und durch die Währungsreform von 1948 begünstigt."
Der Vietnamkrieg (1955–1975),Konzept,Die Domino-Theorie,"Theorie der US-Außenpolitik, wonach bei einem Abgleiten eines Landes in den Kommunismus dessen Nachbarn nacheinander folgen würden. Sie rechtfertigte das Engagement in Vietnam, um „den Vormarsch des Kommunismus in Südostasien zu stoppen“."
Der Vietnamkrieg (1955–1975),Zugehöriges Ereignis,Die Tet-Offensive (Januar 1968),"Simultaner Angriff des Vietcong auf mehr als 100 amerikanische Städte während des vietnamesischen Neujahrsfests. Militärisch ein Misserfolg für Hanoi, zerstörte sie die Glaubwürdigkeit der Johnson-Regierung in den Vereinigten Staaten."
Der Vietnamkrieg (1955–1975),Personage,Ho Chi Minh,"Nationalistischer und kommunistischer Führer, Gründer des Vietminh (1941), erster Präsident Nordvietnams. Seine populäre Legitimität als Befreier gegen die Japaner und später gegen die Franzosen verschaffte ihm einen politischen Vorteil, den die USA niemals wettmachen konnten."
Der Nürnberger Prozess (1945–1946),Konzept,Verbrechen gegen die Menschlichkeit,"Juristische Kategorie, die in Nürnberg erfunden wurde, um die Verfolgung und Ausrottung von Zivilisten zu bezeichnen. Im Gegensatz zu Kriegsverbrechen finden sie auch in Friedenszeiten Anwendung und verjähren nicht. Nürnberg definierte sie zum ersten Mal eigenständig."
Der Nürnberger Prozess (1945–1946),Konzept,Individuelle Verantwortlichkeit im Völkerrecht,"In Nürnberg etabliertes Prinzip: Individuen können für internationale Verbrechen vor Gericht gestellt werden, auch wenn sie im Namen eines Staates handelten. „Befehle befolgen“ ist keine zulässige Verteidigung – ein Grundprinzip des internationalen Strafrechts."
Der Nürnberger Prozess (1945–1946),Ort / Institution,Der Internationale Strafgerichtshof (IStGH),"Als Erbe der Nürnberger Prinzipien wurde er 2002 durch das Römische Statut geschaffen, um Völkermord, Verbrechen gegen die Menschlichkeit und Kriegsverbrechen zu richten. 124 Länder haben ihn ratifiziert, jedoch nicht die USA, Russland oder China."
Die Dekolonisierung: Panorama (1945–1975),Konzept,Die Atlantik-Charta (1941),"Gemeinsame Erklärung von Roosevelt und Churchill, die das Selbstbestimmungsrecht der Völker bekräftigte. Von Unabhängigkeitsbewegungen als Argument gegen ihre Kolonisatoren genutzt, schuf sie einen ideologischen Widerspruch, den die Kolonialreiche nicht lösen konnten."
Die Dekolonisierung: Panorama (1945–1975),Zugehöriges Ereignis,Die Konferenz von Bandung (1955),"Erstes Treffen der unabhängigen Länder Asiens und Afrikas (29 Nationen), das die Prinzipien der Blockfreiheit und des Antikolonialismus bekräftigte. Sie markierte die Geburtsstunde der „Dritten Welt“ als internationale politische Kraft."
Die Dekolonisierung: Panorama (1945–1975),Konzept,Neokolonialismus,"Begriff, der die Formen wirtschaftlicher und politischer Vorherrschaft beschreibt, welche die ehemaligen Kolonialmächte über ihre formell unabhängigen Ex-Kolonien durch multinationale Konzerne, Verschuldung und Militärstützpunkte ausüben."
Die Apartheid und Mandela (1948–1994),Konzept,Die Bantustans,"„Homelands“, denen die Schwarzen unter der Apartheid entsprechend ihrer ethnischen Gruppe zugewiesen wurden. Diese nicht lebensfähigen Gebiete machten 13 % des südafrikanischen Territoriums für 80 % der Bevölkerung aus – eine totale geografische Segregation."
Die Apartheid und Mandela (1948–1994),Zugehöriges Ereignis,Das Massaker von Sharpeville (März 1960),"Die Polizei eröffnete das Feuer auf eine friedliche Demonstration gegen die Passgesetze und tötete 69 Personen. Der weltweite Schock führte zum Verbot des ANC und veranlasste Mandela dazu, den bewaffneten Flügel des Widerstands zu gründen."
Die Apartheid und Mandela (1948–1994),Konzept,Die Wahrheits- und Versöhnungskommission (TRC),"Nach 1994 eingerichtet, ermöglichte sie den Tätern von Verbrechen der Apartheid, im Austausch für ein vollständiges öffentliches Geständnis eine Amnestie zu erhalten. Unter dem Vorsitz von Desmond Tutu wählte sie die nationale Versöhnung anstelle von Prozessen."
Die Kulturrevolution in China (1966-1976),Konzept,Der Große Sprung nach vorn (1958–1962),"Programm der Zwangskollektivierung unter Mao, das die größte Hungersnot der Menschheitsgeschichte verursachte: zwischen 15 und 55 Millionen Tote. Sein Scheitern erklärt Maos politische Ausgrenzung und sein Bedürfnis, die Kontrolle durch die Kulturrevolution zurückzugewinnen."
Die Kulturrevolution in China (1966-1976),Konzept,Die Roten Garden,"Revolutionäre Jugendverbände, die von Mao mobilisiert wurden, um die „vier Alten“ anzugreifen. Sie demütigten Millionen von Lehrern, Ärzten, Intellektuellen und Parteikadern in öffentlichen Sitzungen zur Kritik und erzwungenen Selbstbeichte."
Die Kulturrevolution in China (1966-1976),Personage,Deng Xiaoping,"Zweimal während der Kulturrevolution gesäubert, wurde er nach Maos Tod (1976) zum eigentlichen Führer Chinas und zum Vater der Wirtschaftsreformen. Sein Pragmatismus verwandelte China in eine Weltmacht."
Die Shoah: Mechanismen eines Völkermords,Zugehöriges Ereignis,Die Wannseekonferenz (Januar 1942),"Versammlung von 15 hochrangigen Nazi-Funktionären, auf der die „Endlösung“ geplant und koordiniert wurde: die systematische Vernichtung der europäischen Juden durch Todeslager. Sie zeigte, dass der Völkermord eine bürokratisch organisierte Staatsentscheidung war."
Die Shoah: Mechanismen eines Völkermords,Konzept,Die Einsatzgruppen,"Mobile Vernichtungseinheiten der SS, die der Armee bei der Invasion der UdSSR folgten. Sie erschossen etwa 1,5 Millionen sowjetische Juden. Das Massaker von Babyn Jar (33 771 Tote in zwei Tagen) ist das bekannteste Beispiel dafür."
Die Shoah: Mechanismen eines Völkermords,Konzept,Die „Banalität des Bösen“ (Hannah Arendt),"Konzept der Philosophin, das während des Eichmann-Prozesses entwickelt wurde: Die schlimmsten Verbrechen können von gewöhnlichen und bürokratischen Individuen begangen werden, die „ihre Arbeit machen“, ohne über die moralischen Folgen ihres Handelns nachzudenken."
Der 11. September 2001,Historischer Bezug,Der Sowjetisch-Afghanische Krieg (1979–1989),"Die Vereinigten Staaten bewaffneten die afghanischen Mudschaheddin, um gegen die Sowjets zu kämpfen. Diese islamistischen Netzwerke, insbesondere jenes von Bin Laden, die während des Kalten Krieges aufgebaut und finanziert wurden, entwickelten sich später zu Al-Qaida."
Der 11. September 2001,Ort / Institution,Al-Qaida,"Terrororganisation, die 1988 von Osama bin Laden gegründet wurde, um gegen die Sowjets in Afghanistan zu kämpfen. Ihre Vision: ein globaler Krieg gegen den Westen und die von ihm unterstützten korrupten arabischen Regime. Der 11. September war ihre größte Operation."
Der 11. September 2001,Zugehöriges Ereignis,Der Irakkrieg (2003),"Amerikanische Invasion, die auf falschen Informationen über Massenvernichtungswaffen basierte. Sie destabilisierte den Nahen Osten, demontierte die irakischen Staatsstrukturen und schuf das Vakuum, in dem der Islamische Staat (Daesh) entstand."
Die athenische Demokratie,Personage,Solon,"Athenischer Staatsmann, der 594 v. Chr. zum Archon gewählt wurde, um eine soziale Krise zu lösen. Er annullierte Schulden, schaffte die Schuldknechtschaft ab und organisierte die Polis nach Reichtum statt nach Geburt neu – ein erster Schritt in Richtung Demokratie."
Die athenische Demokratie,Personage,Kleisthenes,"Athenischer Reformer (508–507 v. Chr.), der als der eigentliche Gründer der Demokratie gilt. Er organisierte die Polis in 10 gemischte geografische Phylen neu und brach so die traditionellen familiären Loyalitäten zugunsten der politischen Bürgerschaft auf."
Die athenische Demokratie,Konzept,Der Ostrakismos,"Athenisches Verfahren, bei dem die Bürger darüber abstimmen konnten, einen Mann, der als gefährlich für die Demokratie galt, für 10 Jahre zu verbannen. Die Namen wurden auf Tonscherben (ostrakon) geritzt. Das Ziel war präventiv, nicht strafend."
Der Amerikanische Bürgerkrieg (1861-1865),Zugehöriges Ereignis,Die Emanzipationsproklamation (1. Januar 1863),"Lincolns Dekret zur Befreiung der Sklaven in den konföderierten Staaten. Es verwandelte den Krieg in einen moralischen Kreuzzug gegen die Sklaverei, hinderte Großbritannien daran, die Konföderation anzuerkennen, und öffnete die Armee für schwarze Soldaten."
Der Amerikanische Bürgerkrieg (1861-1865),Konzept,Staatsrechte vs. Bundesregierung,"Grundlegende Spannung in der amerikanischen Politik: Die Südstaaten beanspruchten ihr Recht, selbst über die Sklaverei zu entscheiden, gegen die föderale Autorität. Diese Frage strukturierte die amerikanische Verfassung und definiert weiterhin die politische Debatte in den USA."
Der Amerikanische Bürgerkrieg (1861-1865),Zugehöriges Ereignis,Die Reconstruction (1865-1877),"Nachkriegsperiode, in der die Südstaaten unter föderale Militärkontrolle gestellt wurden und die Bürgerrechte der ehemaligen Sklaven eingeführt wurden. Ihr Abbruch im Jahr 1877 führte zu den Jim-Crow-Gesetze, die bis in die 1960er Jahre Bestand hatten."
Warum ist der Himmel blau?,Konzept,Die Rayleigh-Streuung,"Phänomen, bei dem die kleinen Moleküle der Atmosphäre die kurzen Wellenlängen (blau, violett) viel stärker streuen als die langen (rot). 1871 von Lord Rayleigh beschrieben, erklärt es auch, warum Sonnenuntergänge rot und orange sind."
Warum ist der Himmel blau?,Konzept,Das sichtbare Lichtspektrum,"Das weiße Licht der Sonne setzt sich aus allen Farben des Regenbogens zusammen (von 380 nm für Violett bis 700 nm für Rot). Jede Farbe entspricht einer anderen Wellenlänge, die unterschiedlich mit der Materie interagiert."
Warum träumen wir?,Konzept,Der REM-Schlaf,"Schlafphase, die durch schnelle Augenbewegungen, Muskellähmung und eine intensive, wachähnliche Gehirnaktivität gekennzeichnet ist. Dies ist die Phase, in der die meisten Träume auftreten und in der die Gedächtniskonsolidierung am aktivsten ist."
Warum träumen wir?,Konzept,Die Freudsche Traumdeutung,"Für Freud (Die Traumdeutung, 1900) drücken Träume unterdrückte Wünsche in symbolischer Form aus. Diese Theorie wird heute von den Neurowissenschaften, die ihnen eher eine Rolle bei der gedanklichen und emotionalen Konsolidierung zuschreiben, weitgehend kritisiert."
Warum schwimmt Eis?,Konzept,Wasserstoffbrückenbindungen,"Schwache Anziehungskräfte zwischen Wassermoleküle, verursacht durch die Polarität des H₂O-Moleküls. Im Eis bilden sie sich in einer geordneten Weise aus und erzeugen eine luftige Kristallstruktur – voluminöser als flüssiges Wasser und daher weniger dicht."
Warum schwimmt Eis?,Konzept,Die Dichteanomalie des Wassers,Im Gegensatz zu fast allen Substanzen ist Wasser bei 4°C dichter als bei 0°C. Bei der Abkühlung von 4°C auf 0°C dehnt es sich aus. Diese Anomalie ist für das Leben im Wasser essentiell: Das Eis schwimmt und isoliert das flüssige Wasser darunter.
Warum ist Meerwasser salzig?,Konzept,Der Wasserkreislauf und die Ansammlung von Salzen,"Wasser verdunstet aus den Ozeanen und lässt die Salze zurück. Es fällt als Regen herab, löst Mineralien aus den Gesteinen und transportiert sie über die Flüsse in die Ozeane. Dieser Akkumulationsprozess dauert seit 4 Milliarden Jahren an."
Warum ist Meerwasser salzig?,Konzept,Die thermohaline Zirkulation,"Weltweites System tiefer Meeresströmungen, das durch Temperatur- und Salzgehaltsunterschiede angetrieben wird. Der dichte Salzgehalt lässt das kalte Wasser absinken und erzeugt ein „Förderband“, das die Wärme um den Globus transportiert und das Klima reguliert."
Warum gibt es Jahreszeiten?,Konzept,"Die Achsneigung der Erde (23,5°)","Die um 23,5° im Verhältnis zu ihrer Umlaufbahn geneigte Erdachse – und nicht die Entfernung zur Sonne – verursacht die Jahreszeiten. Dieselbe Neigung zeigt immer in Richtung des Polarsterns und erzeugt abwechselnd Sonnenwende und Tagundnachtgleiche."
Warum gibt es Jahreszeiten?,Konzept,Das Perihel und das Aphel,"Die sonnennächsten (Perihel, im Januar) und sonnenfernsten (Aphel, im Juli) Punkte der Umlaufbahn. Der Abstandsunterschied beträgt 5 %, was zu gering ist, um die Jahreszeiten zu erklären. Paradoxerweise fällt der Nordwinter mit dem Perihel zusammen."
Wie fliegen Flugzeuge?,Konzept,Das aerodynamische Profil,"Querschnittsform des Flügels mit einer gekrümmten Oberseite und einer flacheren Unterseite. Diese Asymmetrie zwingt die Luft, oben schneller zu strömen als unten, wodurch ein Druckunterschied entsteht, der den Auftrieb erzeugt."
Wie fliegen Flugzeuge?,Konzept,Das Bernoulli-Gesetz,"In einem Fluid in Bewegung sinkt dort der Druck, wo die Geschwindigkeit zunimmt. Die Luft, die auf der Flügeloberseite schneller strömt, übt weniger Druck aus als auf der Unterseite, wodurch ein nach oben gerichteter „Sog“ entsteht, der das Flugzeug anhebt."
Warum gähnt man?,Konzept,Die zerebrale Thermoregulation,"Die aktuell fundierteste Theorie: Gähnen kühlt das Gehirn durch das Einatmen kühler Luft und das Dehnen der kranialen Gefäße. Dies würde erklären, warum man bei hohen Umgebungstemperaturen häufiger gähnt."
Warum gähnt man?,Konzept,Spiegelneuronen und Ansteckung,"Ansteckendes Gähnen steht im Zusammenhang mit Spiegelneuronen, die beobachtetes Verhalten imitieren. Menschen reagieren empfindlicher auf das Gähnen von Personen, die sie kennen, und Kinder mit Autismus sind weniger anfällig dafür – ein Beleg für die Verbindung zur Empathie."
Wie funktioniert das Gedächtnis?,Konzept,Der Hippocampus,"Seepferdchenförmige Gehirnstruktur im Schläfenlappen, die für die Bildung neuer bewusster Erinnerungen unerlässlich ist. Ihre chirurgische Entfernung (Fall H.M.) führt zur völligen Unfähigkeit, neue Erinnerungen zu bilden, ohne die alten zu löschen."
Wie funktioniert das Gedächtnis?,Konzept,Das Arbeitsgedächtnis,"Kognitives System, das vorübergehend eine kleine Menge an Informationen (7±2 Elemente) für die aktuelle Verarbeitung bereithält. Es wird vom Präfrontaler Cortex gesteuert und ist in Kapazität und Dauer (einige Sekunden ohne Wiederholung) begrenzt."
Warum bekommt man Gänsehaut?,Konzept,Das sympathische Nervensystem,"Zweig des autonomen Nervensystems, der den Organismus auf Handlungen vorbereitet („Kampf oder Flucht“). Angesichts einer Bedrohung schüttet es Adrenalin aus, beschleunigt den Herzschlag, weitet die Pupillen und zieht die Haarbalgmuskeln zusammen – der Schüttelfrost aus Angst."
