Nom du cours,Classification,Terme,Explication
O 11 de setembro de 2001,Referência histórica,A guerra soviético-afegã (1979-1989),"Os Estados Unidos armaram os mujahideen afegãos para combater os soviéticos. Estas redes islamistas, nomeadamente a de Bin Laden, formadas e financiadas durante a Guerra Fria, tornaram-se mais tarde a Al-Qaeda."
O 11 de setembro de 2001,Lugar / instituição,Al-Qaeda,Organização terrorista fundada por Osama Bin Laden em 1988 para combater os soviéticos no Afeganistão. A sua visão: uma guerra global contra o Ocidente e os regimes árabes corruptos por ele apoiados. O 11 de setembro foi a sua maior operação.
O 11 de setembro de 2001,Evento relacionado,A guerra do Iraque (2003),"Invasão americana baseada em falsas informações sobre armas de destruição em massa. Ela desestabilizou o Médio Oriente, desmantelou as estruturas estatais iraquianas e criou o vácuo no qual emergiu o Estado Islâmico (Daesh)."
A democracia ateniense,Personagem,Sólon,"Homem de Estado ateniense eleito arconte em 594 a.C. para resolver uma crise social. Ele anulou as dívidas, aboliu a escravidão por dívidas e reorganizou a cidade pela riqueza em vez do nascimento - primeiro passo para a democracia."
A democracia ateniense,Personagem,Clístenes,"Reformador ateniense (508-507 a.C.) considerado como o verdadeiro fundador da democracia. Ele reorganizou a cidade em 10 tribos geográficas mistas, quebrando as solidariedades familiares tradicionais em favor da cidadania política."
A democracia ateniense,Conceito,O ostracismo,"Procedimento ateniense pelo qual os cidadãos podiam votar para exilar durante 10 anos um homem julgado perigoso para a democracia. Os nomes eram escritos em fragmentos de cerâmica (ostrakon). Seu objetivo era preventivo, não punitivo."
A Guerra de Secessão americana (1861-1865),Evento relacionado,A Proclamação de Emancipação (1º de janeiro de 1863),"Decreto de Lincoln libertando os escravos nos Estados confederados. Ela transformou a guerra em uma cruzada moral contra a escravidão, impediu a Grã-Bretanha de reconhecer a Confederação e abriu o exército aos soldados negros."
A Guerra de Secessão americana (1861-1865),Conceito,Os direitos dos Estados vs o governo federal,Tensão fundamental da política americana: os Estados do Sul reivindicavam seu direito de decidir por si mesmos sobre a escravidão contra a autoridade federal. Esta questão estruturou a Constituição americana e continua a definir o debate político americano.
A Guerra de Secessão americana (1861-1865),Evento relacionado,A Reconstrução (1865-1877),Período de pós-guerra onde os Estados do Sul foram colocados sob controle federal militar e onde os direitos cívicos dos antigos escravos foram instaurados. Seu abandono em 1877 levou às leis Jim Crow que duraram até os anos 1960.
Porque é que o céu é azul?,Conceito,A dispersão de Rayleigh,"Fenômeno pelo qual as pequenas moléculas da atmosfera dispersam os comprimentos de onda curtos (azul, violeta) muito mais do que os longos (vermelho). Descrito por Lord Rayleigh em 1871, ele explica também por que o pôr do sol é vermelho e alaranjado."
Porque é que o céu é azul?,Conceito,O espectro visível da luz,A luz branca do sol é composta por todas as cores do arco-íris (de 380 nm para o violeta a 700 nm para o vermelho). Cada cor corresponde a um comprimento de onda diferente que interage de forma diferente com a matéria.
Porque é que sonhamos?,Conceito,O sono paradoxal (REM),"Fase de sono caracterizada por movimentos rápidos dos olhos, paralisia muscular e uma atividade cerebral intensa próxima do estado de vigília. É a fase onde ocorrem a maioria dos sonhos e onde a consolidação da memória é mais ativa."
Porque é que sonhamos?,Conceito,A teoria freudiana dos sonhos,"Para Freud (A Interpretação dos Sonhos, 1900), os sonhos exprimem desejos recalcados sob forma simbólica. Esta teoria é hoje amplamente criticada pelas neurosciences, que lhes atribuem antes um papel de consolidação memorial e emocional."
Porque é que o gelo flutua?,Conceito,As ligações de hidrogênio,"Forças de atração fracas entre moléculas de água, devidas à polaridade da molécula H₂O. Elas estabelecem-se de forma ordenada no gelo, criando uma estrutura cristalina arejada - mais volumosa que a água líquida e, portanto, menos densa."
Porque é que o gelo flutua?,Conceito,A anomalia da dilatação da água,"Ao contrário de quase todas as substâncias, a água é mais densa a 4°C do que a 0°C. Ao arrefecer de 4°C para 0°C, ela dilata-se. Esta anomalia é essencial para a vida aquática: o gelo flutua e isola a água líquida por baixo dele."
Por que a água do mar é salgada?,Conceito,O ciclo hidrológico e a acumulação de sais,"A água evapora-se dos oceanos, deixando os sais para trás. Ela cai novamente como chuva, dissolve minerais das rochas e transporta-os para os oceanos através dos rios. Este processo de acumulação dura há 4 mil milhões de anos."
Por que a água do mar é salgada?,Conceito,A circulação termoalina,"Sistema mundial de correntes oceânicas profundas impulsionado pelas diferenças de temperatura e de salinidade. A salinidade densa faz a água fria afundar, criando uma «tapete rolante» que transporta o calor ao redor do globo e regula o clima."
Por que existem estações?,Conceito,"A inclinação axial da Terra (23,5°)","O eixo terrestre inclinado em 23,5° em relação ao seu plano orbital - e não a distância ao Sol - causa as estações. A mesma inclinação aponta sempre para a estrela Polar, criando alternadamente solstícios e equinócios."
Por que existem estações?,Conceito,O periélio e o afélio,"Pontos da órbita mais próximos (périhélie, em janeiro) e mais afastados (aphélie, em julho) do Sol. A diferença de distância é de 5%, demasiado fraca para explicar as estações. Paradoxalmente, o inverno norte coincide com o périhélie."
Como os aviões voam?,Conceito,O perfil aerodinâmico,"Forma transversal da asa, com face superior curvada e face inferior mais plana. Esta assimetria força o ar a circular mais rápido por cima do que por baixo, criando uma diferença de pressão que gera a sustentação."
Como os aviões voam?,Conceito,A lei de Bernoulli,"Num fluido em movimento, onde a velocidade aumenta, a pressão diminui. O ar que circula mais rápido no extradorso da asa exerce menos pressão do que no intradorso, criando uma «aspiração» para cima que levanta o avião."
Por que bocejamos?,Conceito,A termorregulação cerebral,Teoria atual mais séria: o bocejo arrefeceria o cérebro ao inalar ar fresco e ao alongar os vasos cranianos. Isto explicaria porque bocejamos mais quando a temperatura ambiente é elevada.
Por que bocejamos?,Conceito,Os neurônios-espelho e a contagiosidade,"O bocejo contagioso está ligado aos neurones miroirs et la contagiosité que imitam os comportamentos observados. Os humanos são mais sensíveis aos bocejos das pessoas que conhecem, e as crianças autistas são menos sensíveis - prova de uma ligação com a empatia."
Como funciona a memória?,Conceito,O hipocampo,"Estrutura cerebral em forma de cavalo marinho no lobo temporal, essencial para a formação de novas memórias conscientes. A sua remoção cirúrgica (caso H.M.) resulta numa incapacidade total de formar novas memórias, sem apagar as antigas."
Como funciona a memória?,Conceito,A memória de trabalho,"Sistema cognitivo que mantém temporariamente um pequeno número de informações (7±2 elementos) disponíveis para o processamento em curso. Gerido pelo Córtex pré-frontal, é limitado em capacidade e duração (alguns segundos sem repetição)."
Por que temos arrepios?,Conceito,O sistema nervoso simpático,"Ramo do sistema nervoso autónomo que prepara o organismo para a ação («luta ou fuga»). Perante uma ameaça, desencadeia a adrenalina, acelera o coração, dilata as pupilas e contrai os músculos eretores dos pelos - os arrepios de medo."
Como o sabão mata os vírus?,Conceito,A molécula anfifílica do sabão,Molécula em que uma extremidade é hidrófila (afinidade com a água) e a outra hidrófoba (afinidade com as gorduras). Esta dupla natureza permite-lhe inserir-se nas membranas lipídicas dos vírus e desintegrá-los fisicamente.
Como o sabão mata os vírus?,Conceito,O envelope lipídico dos vírus,"Alguns vírus (coronavírus, gripe, VIH) estão rodeados por uma membrana gordurosa. É o seu ponto fraco: o sabão dissolve-a, destruindo o vírus. Os vírus sem envelope (norovírus, poliovírus) resistem melhor ao sabão."
"A descoberta da penicilina (Fleming, 1928)",Personagem,Howard Florey e Ernst Boris Chain,"Investigadores de Oxford que purificaram a penicilina a partir de 1939 e a testaram em humanos em 1941. Sem o seu trabalho, a descoberta de Fleming teria permanecido uma curiosidade de laboratório. Partilharam o Nobel de 1945 com Fleming."
"A descoberta da penicilina (Fleming, 1928)",Conceito,A resistência aos antibióticos,"Fenómeno evolutivo através do qual as bactérias desenvolvem mecanismos para resistir aos antibióticos. Prevista por Fleming já em 1945, mata hoje 1,27 milhões de pessoas por ano - uma das principais ameaças sanitárias do século XXI."
A descoberta da eletricidade e suas aplicações,Personagem,Michael Faraday,Físico britânico autodidata que descobriu a indução eletromagnética (1831): um campo magnético variável gera uma corrente elétrica. Este princípio está na base de todos os geradores e transformadores elétricos modernos.
A descoberta da eletricidade e suas aplicações,Evento relacionado,A guerra das correntes (Edison vs Tesla),"Edison defendia a corrente contínua (CC), Tesla e Westinghouse a corrente alternativa (CA). A CA venceu porque pode ser transportada por longas distâncias. Edison organizou eletrocussões públicas de animais para demonstrar a «perigosidade» da CA."
"A descoberta dos raios X (Röntgen, 1895)",Conceito,A radioatividade e os riscos precoces,Röntgen e os seus primeiros utilizadores ignoravam os perigos dos raios X. Médicos desenvolveram cancros após anos de exposição. Marie Curie morreu de uma aplasia medular causada pelos seus anos de contacto com matérias radioativas.
"A descoberta dos raios X (Röntgen, 1895)",Evento relacionado,As «pequenas Curies» durante a 1ª Guerra Mundial,"Marie Curie equipou 20 camiões de radiografia móvel que percorreram a frente francesa, salvando inúmeras vidas ao permitir localizar balas sem cirurgia exploratória. Estes veículos foram apelidados de «petites Curies»."
A descoberta do micro-ondas (por acidente),Personagem,Percy Spencer,"Engenheiro autodidata na Raytheon, órfão aos 18 meses, sem diploma. A sua curiosidade levou-o a testar os magnetrões em alimentos após sentir o seu chocolate derreter. Registou várias centenas de patentes ao longo da sua carreira."
"A teoria da gravitação (Newton, 1687)",Personagem,Johannes Kepler,"Astrónomo (1571-1630) que estabeleceu empiricamente as três leis do movimento planetário: órbitas elípticas, áreas iguais, Período ao Quadrado proporcional ao semieixo maior. Newton construiu a sua Lei de gravitação dando-lhe a explicação teórica unificadora."
"A teoria da gravitação (Newton, 1687)",Conceito,A gravitação relativista (Einstein),"A Relatividade geral (1915) superou Newton: a gravidade não é uma força, mas uma curvatura do espaço-tempo causada pela massa. Ela prevê fenómenos que Newton não consegue explicar: precessão de Mercúrio, desvio da luz, ondas gravitacionais."
A descoberta da radioatividade (Marie Curie),Personagem,Henri Becquerel,Físico francês que descobriu a radioatividade em 1896 quase por acidente: sais de urânio tinham impressionado uma placa fotográfica através de papel preto. Partilhou o Nobel de 1903 com os Curie.
